Date,Time,Operator,Flight,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry
1/9/2007,,Moldovan Aeriantur-M Air Cargo,,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,ER-26068,11308,35,30,5,34,29,5,0,"The cargo plane crashed in fog while attempting to land for a second time at Balad Air Base. After the first attempt to land was aborted, the plane crashed 2.5km short of the runway.The plane was carrying Turkish construction workers.","Balad Air Base, Iraq",33.9399741,44.37017548,POINT (33.9399741 44.37017548432321)
1/20/2007,,Military - US Army,,,Sikorsky UH-60L Black Hawk,,,12,10,4,12,10,4,0,The helicopter crashed northeast of Baghdad. Shot down by a combination of several heavy machine guns and a shoulder-fired missile,"Baghdad, Iraq",33.3024309,44.3787992,POINT (33.3024309 44.3787992)
1/25/2007,11:15,Regional Compagnie Aerienne Europeenne,7775,Pau - Paris,Fokker 100,F-GMPG ,11362,54,50,4,0,0,0,1,"The crew abandoned their takeoff after the loss of an engine due to bird ingestion. The jet overshot the runway and collided with a truck, killing the driver. The landing gear sheared off and the plane came to rest in a field.","Pau, France",43.2957547,-0.3685668,POINT (43.2957547 -0.3685668)
3/7/2007,7:14,Garuda Indonesia Airlines,200,Jakarta - Yogyakarta,Boeing B-737-497,PK-GZC,25664/2393,140,133,7,22,21,1,0,"While attempting to land, the plane overshot the runway, crashed through the airport barrier fence and burst into flames. The cockpit voice recorder revealed that the pilot and co-pilot were arguing over their speed and wing flap angles moments before the crash. An investigator stated the passenger jet was flying at up to 265 mph, almost double the normal landing speed, while attempting to land. The captain ignored the plane’s automated warning system as it sounded alarms fifteen times. He also ignored calls from the co-pilot to go around and make another approach.","Yogyakarta, Indonesia",-7.8011945,110.364917,POINT (-7.801194500000001 110.364917)
3/8/2007,15:00,Heli-USA Airways,,Sightseeing,Aerospatiale AS350BA Rotocraft,N354NT,1168,7,6,1,4,3,1,0,"The helicopter crashed on Kauai shortly after the pilot radioed that he was having problems with the hydraulics. The helicopter hit the ground about 200 yards from it's normal landing pad. The failure of maintenance personnel to properly tighten (torque) the flight control servo lower attachment clevis, and reinstall a functioning lock washer, which resulted in a flight control disconnect and a complete loss of helicopter control. Contributing to the accident was the operator's failure to ensure its maintenance program was being executed in accordance with Federal regulations.","Princeville, Hawaii",22.223611,-159.485278,POINT (22.223611 -159.485278)
3/11/2007,23:20,Inter-Island,,,Mc Donnell Douglas 369FF Rotocraft,N911VC,0049FF,5,4,1,1,1,0,0,"The helicopter was flying low near the coast when there was a loud bang and parts, including the tail rotor, fell into the ocean. The helicopter then hit trees and a fence as it spiraled down into an open field. The fatigue failure of the tail rotor blade root fitting due to a manufacturing defect which resulted in the separation of the tail rotor system and loss of tail rotor control. A contributing factor to the accident were the trees that the helicopter struck during the autorotation.","Hanea, Kauai, Hawaii",40.703075,37.465956,POINT (40.703075 37.465956)
3/14/2007,,"Bahia Taxi Aéreo 	 Bahia Taxi Aéreo 	 Bahia Taxi Aéreo",,Petrolina - Salvador,Rockwell 500S Shrike Commander,PP-SEC,"3094	3094",4,2,2,4,2,2,0,"Fifteen minutes before arriving at its destination  the crew informed ATC about a technical problem and that they were losing altitude. Few minutes  later, the twin engine plane crashed into an open field.","Fazenda Nossa Senhora de Lourdes, Brazil",-21.6455604,-45.1935254,POINT (-21.6455604 -45.1935254)
3/17/2007,11:40,UTAir Airlines,UT-471,Surgut - Samara,Tuolev 134AK,RA-65021,48390,57,50,7,6,6,0,0,"While attempting to land in heavy fog, the airplane contacted the ground 400 m short of the runway. The left wing hit the ground and separated from the fuselage. The plane then rolled over inverted and the fuselage broke apart. The accident can be blamed on both the controller, who did not inform the pilot about the reduced visibility in time due to organizational problems, and on the pilot, who did not give the dispatcher the correct information about his landing trajectory and, consequently, did not decide to stop the landing procedure and try to take another approach at the time he should have done so.","Samara, Russia",53.198627,50.113987,POINT (53.198627 50.113987)
3/23/2007,17:00,Transaviaexport Airlines,,Mogadishu - Djibouti,Ilushin Il-76TD,EW-78849 ,1013405192,11,5,6,11,5,6,0,"The cargo plane, carrying African peacekeepers, was struck by an anti-aircraft missile shortly after taking off from Mogadishu Airport. The aircraft lost a wing into the Indian Ocean and shortly thereafter crashed in the eastern outskirts of Mogadishu.","Mogadishu, Somalia",2.042778,45.338564,POINT (2.042778 45.338564)
4/25/2007,14:05,Air Services,,Kato - Kopinang,Pilatus Britten Norman BN-2A-27 Islander,8R-GET,484,5,4,1,3,2,1,0,The plane landed at Kato and could not take off because of bad weather. Twenty minutes after eventually taking off the plane crashed into mountains while en route. A mother and her five-year-old son walked for about 16 hours through Guyana's jungle to safety after surviving the crash.,"Kopinang, Guyana",5.121996,-58.912352,POINT (5.121996 -58.912352)
4/27/2007,11:34,Military - Russian,,,Mi 8,,,18,15,3,18,15,3,0,The helicopter was carrying out a missiion with two other aircraft when a rotor blade struck an object while attempting to land. Conflicting reports say the helicopter may have been shot down by Chechnyan rebels.,"Shatoi, Chechnya",42.869823,45.69104,POINT (42.869823 45.69104)
5/5/2007,0:08,Kenya Airways,507,"Abidjan, Ivory Coast - Douala, Cameroon - Nairobi, Kenya",Boeing B-737-8AL,5Y-KYA,35071/2079,114,105,9,114,105,9,0,"The plane crashed in a dense, swampy forested area, 5 km from Douala Airport, moments after taking off in stormy weather. The plane was just six months old.  After take off, the plane was banking right and the pilot did not notice the inclination, but when he did, he banked the craft further right. The pilot released the flight controls for nearly one minute without engaging the auto pilot, which could have corrected the banking angle, then at 34 degrees. However, his intervention worsened the tilt. The captain grabed the controls, appeared confused about the attitude of the airplane and made corrections in an erratic manner increasing the banking angle to 50 degrees. When the bank angle increased to 70 degrees, the captain stated ""we are crashing."" The first officer told him to level the aircraft, but quickly corrected himself and said ""left, left, left captain. The aircraft  then plunged nose down into a mangrove swamp.","Dizangue, Cameroon",3.7465887,10.0180602,POINT (3.7465887 10.0180602)
5/6/2007,9:10,Military - French Air Force,,El-Gora - Santa Katarina,de Havilland Canada DHC-6 Twin Otter,742/CB,742,9,5,4,9,5,4,0,"Collided with a truck while attempting to make an emergency landing on a road. French soldiers aboard were with  the Sinai's peacekeeping force, the Multinational Force & Observers.","El-Thamad, Egypt",29.6865041,34.4489048,POINT (29.6865041 34.44890479999999)
5/17/2007,11:00,Safe Air Complany,,Walikale - Goma,Let 410UVP,TN-AHE,851335,3,1,2,3,1,2,0,An engine on the cargo plane caught fire shortly after taking off. An emergency return attempt to the airstrip was unsuccessful and the plane crashed into a nearby forest.,"Walikale Airstrip, Congo",-1.43049,28.07519,POINT (-1.43049 28.07519000000001)
5/24/2007,17:45,Military - Peruvian Air Force,,Iquitos - Pucallpa,de Havilland Canada DHC-6 Twin Otter 300,FAP-303,483,20,17,3,13,10,3,0,Crashed into dense jungle shortly after taking off from Pampa Hermosa. The plane hit a hill and split in two.,"Pampa Hermosa, Peru",-11.4334433,-74.83449498,POINT (-11.4334433 -74.83449498291591)
6/3/2007,20:30,Paramount Airlilnes,,Shuttle,Mi-8,,,22,20,2,21,20,1,0,The helicopter crashed and burned on the airport runway while attempting to land. It was shuttling passengers between Sierra Leone's coastal capital of Freetown and Lungi Airport.,"Freetown, Sierra Leone",8.479004,-13.26795,POINT (8.479004 -13.26795)
6/4/2007,16:04,University of Michigan Health System,,"Milwaukee, WI - Detroit, MI",Cessna 550 Citation II,N550BP,550-0246,6,4,2,6,4,2,0,"The pilot issued a distress signal within five minutes of taking off from General Mitchell International Airport in Milwaukee, requesting an emergency return to the airport. The plane then crashed into Lake Michigan two miles off shore. The plane was carrying an organ transplant team. The pilot reported to ATC he had runaway trim prior to the accident. The pilot's mismanagement of an abnormal flight control situation through improper actions including lack of crew coordination and failing to control airspeed and to prioritize control of the airplane. The event was controllable if the captain had not allowed the airspeed and resulting control forces to increase while he tried to troubleshoot the problem. By allowing their airplane's speed to increase while engaging in poorly coordinated troubleshooting efforts, the pilots allowed and abnormal situation to escalate to an emergency.","Milwaukee, Wisconson",43.058302,-87.942416,POINT (43.05830200000001 -87.94241600000002)
6/13/2007,,Mongolian Defense Ministry,,,Mi-8,,,22,19,3,15,12,3,0,"While en route to a forest fire, the helicopter crashed into dense forest on a mountain at an altitude of 6,100 feet.","Selenge province, Mongolia",49.4566703,103.9728286,POINT (49.4566703 103.9728286)
6/21/2007,,Karibu Airways,,Kamina - Lubumbashi,Let 410UVP,9Q-CEU,841217,25,22,3,1,1,0,0,The plane crashed shortly after taking off into a swamp coming to rest upside down. A parliment member of the Democratic Republic of Congo was killed.,"Kamina, Congo",-11.6314986,27.5290453,POINT (-11.6314986 27.5290453)
6/25/2007,10:40,PMT Air,241,Siem Reap - Sihanoukville,Antonov AN-24V,XU-U4A,99901908,22,16,6,22,16,6,0,"The aircraft crashed into Phnom Damrey Mountain at an elevation of 1,640 feet, about 5 minutes from its destination of Sihanoukville.","Sihanoukville, Cambodia",10.6220485,103.5223365,POINT (10.6220485 103.5223365)
6/28/2007,13:40,TAAG Angola Airlines,,Luanda - M'Banza,Boeing 737-2M2,D2-TBP,23220/1084,78,69,9,5,4,1,0,"The crew undershot the runway and blew two tires on landing, causing the landing gear to collapse and one wing to dip and touch the runway. The plane then veered out of control, overran the runway and crashed into cars and a building.","M'Banza Congo, Angola",-6.2678204,14.2417957,POINT (-6.267820400000002 14.2417957)
7/5/2007,9:30,Jett Paqueteria SA,,,North American CT-39A Sabreline,XA-TFL,265-48,3,0,3,3,0,3,6,"The small cargo jet blew a tire and failed to take off, barreling onto the Culiacán-Navolato highway and crashing into cars, coming to a stop after hitting a building.","Culiacan, Mexico",24.7978965,-107.393395,POINT (24.7978965 -107.393395)
7/8/2007,13:00,Liard Air,,Muncho Lake - Vancouver,de Havilland DHC-6 Twim Otter 100,C-FAWC,108,5,3,2,1,1,0,0,The twin engine plane crashed shortly after taking off from a gravel airstrip at Muncho Lake. One passenger was killed.,"Muncho Lake, British Columbia, Canada",58.9264548,-125.7710978,POINT (58.92645479999999 -125.7710978)
7/17/2007,18:52,TAM (Brazil),3054,Porto Alegre - Sao Paulo,Airbus A-320-233,PR-MBK,789,187,181,6,187,181,6,12,"The jet airliner crashed while attempting to land in heavy rain at Congonhas airport. The plane skidded off the end of the runway across a major roadway and struck a gas station and building, bursting into flames.  The right engine had a malfunctioning reverser. In this situation, the correct procedure was for the pilot to retard both throttles to idle and then advance both throttles to reverse, as if he had no problem with the reversers. The former procedure, which was changed by Airbus, was to take both throttles to idle, and then advance just the throttle corresponding to the engine with the operating reverser. It was changed by Airbus because there had been several incidents where the pilot forgot to bring both throttles back to idle, leaving one engine reversed and the other thrusting forward. The downside to this change was it would lengthen the stopping distance. The pilot was so concerned about the short and slippery runway that he chose to switch to the old procedure and got it wrong. A contributing factor was the heavy rain and wind and the fact that the newly resurfaced runway had not had grooves installed yet.","Sao Paulo, Brazil",-23.5506507,-46.6333824,POINT (-23.5506507 -46.6333824)
7/23/2007,13:00,Djibouti Airlines,,Dire Dawa - Djibouti,Antonov AN-26V,EX-030,7306103,9,3,6,1,1,0,0,The cargo plane crashed shortly after taking off after an engine failed. The pilot was trying to return for an emergency landing.,"Shinile, Ethiopia",10.2131146,41.92813116,POINT (10.2131146 41.9281311595744)
7/24/2007,14:05,Taquan Air Service,,Sightseeing,de Havilland DHC-2 MK.1 Beaver,N995WA,1100,5,4,1,5,4,1,0,"The single engine aircraft crashed onto a heavily forested mountain, 30 miles east of Ketchican while on a sightseeing trip over Misty Fiords. The pilot's decision to continue under visual flight rules into an area of instrument meteorological conditions. Contributing to the accident was the pilot's inadequate weather evaluation and the FAA's inadequate surveillance of the commercial air tour operator.","Rudyerd Bay, Alaska",55.5897222,-130.7458333,POINT (55.5897222 -130.7458333)
7/29/2007,4:17,Atran,9655,Sightseeing,Antonov AN-12BP,RA-93912,4341709,9,0,9,9,0,9,0,"The cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take off from Domodedovo airport. The aircraft slammed into a field shattering debris over a wide area.","Moscow, Russia",55.7504461,37.6174943,POINT (55.7504461 37.6174943)
8/9/2007,12:00,Air Moorea,1121,Moorea - Papeete,de Havilland Canada DHC-6 Twin Otter 300,F-OIQ,608,20,19,1,20,19,1,0,Soon after taking off the plane began loosing altitude and veered to the right until it crashed into the sea 1 mile beyond the runway. Loss of pitch control of the aircraft following a break in an elevator cable.,"Moorea, French Polynesia",-17.533306,-149.8386006,POINT (-17.533306 -149.83860061183)
8/16/2007,23:16,SeaWind Aviation,,Sightseeing,de Havilland Canada DHC-2 Beaver,N345KA,1306,10,9,1,6,6,0,0,"The float plane crashed on land into a tree, 200 feet from shore, while attempting to land. High winds were in the area at the time of the accident. The  pilot's poor decision-making and inadequate planning. To avoid the rising waves, the pilot decided to take off toward the sheltered interior of the bay, toward the rising terrain, in a direction he had never attempted before. As the pilot attempted to turn the aircraft around, the airplane hit a downdraft, which held it from climbing above the closing landscape and caused the plane to stall about 60 feet over the ground.","Ketchikan, Alaska",55.3430696,-131.6466819,POINT (55.3430696 -131.6466819)
8/20/2007,10:33,China Airlines,120,Taipei - Naha,Boeing 737-809,B-18616,30175/1182,165,157,8,0,0,0,0,"After a normal landing, the slats were retracted,and the mechanism came to rest as usual against the fuel tank.  On the right wing, a stop bolt that had come loose was pushed into the tank, breaching it.  The leaking fuel blew away during taxi, but once the plane stopped at the terminal, it spilled straight down and ignited from the engine's hot tailpipe. Everyone was able to evacuate but the plane was destroyed.  Boeing, aware of this failure mode due to past incidents, had ordered the nut at the end of the stop bolt to be glued on but to do this, the maintenance technician had to work awkwardly by feel and had inadvertently lost the associated washer that actually retained the bolt in place.","Okinawa, Japan",26.5707754,128.0255901,POINT (26.5707754 128.0255901)
8/22/2007,0:36,Two Taxi Aero,,Curitiba - Jundiai,Embraer EMB-110P1 Bandeirant,PT-SDB,110323,2,0,2,2,0,2,0,Crashed shortly after taking off from Curitiba,"Curitiba, Brazil",-25.4295963,-49.2712724,POINT (-25.4295963 -49.2712724)
8/22/2007,,Military - U.S. Army,,Transporting troops,UH-60 Blackhawk helilcopter,,,14,12,2,14,12,2,0,Crashed most likely due to a mechanical problem while traveling with a second helicopter.,"Kirkuk, Iraq",35.4701099,44.3964846,POINT (35.4701099 44.3964846)
8/26/2007,16:00,Great Lakes Business Complany,,Kongolo - Goma,Antonov AN-32,9Q-CAC,14-07,15,12,3,14,11,3,0,"The cargo plane, carrying tin ore, lost one of it's two engines eleven minutes after taking off and tried to return to the airport. Due to strong back winds and a fully loaded plane, the aircraft clipped tree tops and crashed and burned 3 km short of the runway. The plane was overloaded by 3 tons.","Kongolo, Democratic Republic Congo",-5.38532,27.00028,POINT (-5.38532 27.00028)
9/7/2007,,Galaxy Kavatsi Airlines,,Kisangi - Goma - Bukavu,Antonov AN-12BP,4L-SAS,3341108,8,6,2,8,6,2,0,"The cargo plane, carrying palm oil, overshot the runway, crashed into a petrified lava flow and caught fire.","Goma, Democratic Republic Congo",-1.67409,29.22845,POINT (-1.67409 29.22845)
9/16/2007,15:35,One-Two-Go Airlines,269,Bangkok - Phuket,McDonnell Douglas MD-82,HS-OMG,49183/1129,130,123,7,90,85,5,0,"While landing in heavy rain and strong cross winds, the aircraft skidded off the runway, struck an earth embankment and caught fire. The pilot attempted to land, despite 15 warning alarms and his copilot's calls to abort the attempt. Also, the plane was traveling faster and descending more sharply than normal.","Phuket, Thailand",7.9366015,98.3529292,POINT (7.9366015 98.35292920000001)
9/24/2007,13:00,Karibu Airways,,Lubumbashi - Malemba Nkulu,Let 410,9Q-CVL, 81 06 17,6,5,1,1,0,1,0,Crashed while attempting to land and came to rest in a cemetery.,"Malemba Nkulu, DR Congo",-8.0414041,26.790952,POINT (-8.041404099999999 26.790952)
10/4/2007,10:40,Africa One Congo,,Kinshasa - Tshikapa,Antonov AN-26,9Q-COS,47302001,22,17,5,21,17,4,30,While attempting to take off the No. 2 engine failed. The cargo plane crashed into a Congolese neighborhood and caught fire about three miles from the airport. The plane's mechanic was the only survivor aboard the plane.,"Kinshasa, DR Congo",-4.3217055,15.3125974,POINT (-4.3217055 15.3125974)
10/8/2007,15:30,Nacional de Aviacion,,Villavicencio - Uribe,Let 410 UVP-E10A,HK-4055,902521,17,15,2,17,15,2,0,Disappeared while en route.,"Cubarral, Colombia",3.8062823,-73.8443539,POINT (3.806282299999999 -73.84435390000002)
11/8/2007,8:00,Juba Air Cargo,,Khartoum - Juba,Antonov 12,ST-JUA,3341110,4,0,4,0,0,0,2,"While taking off, an engine on the cargo plane failed after the plane hit a hawk. The aircraft tried to return to the airport but crashed. The plane was transporting goods and foodstuffs for traders and international organizations in Juba. Two Sudanese soldiers were killed on the ground.","Khartoum, Sudan",15.593325,32.53565,POINT (15.593325 32.53565)
11/30/2007,1:36,Atlasjet Airlines,4203,Istanbul - Isparta,McDonnell Douglas MD-83,TC-AKM,53185/2090,57,50,7,57,50,7,0,"While making an approach to land, the passenger plane struck a mountaintop and broke apart, 7.5 miles from Isparta Airport. The accident was caused by pilot error as a result of the condition known as spatial disorientation. The pilot is believed to have lost the sight of line for the horizon and instead of trusting the flight instruments, diverted the aircraft to the route where the crash occurred.","Isparta, Turkey",37.9465412,30.9602093,POINT (37.9465412 30.9602093)
12/3/2007,17:18,"Evergreen Alaska Helicopters, Inc.",,Cordova - Ancorage,Eurocopter Deutschland BK117C1,N141LG,,4,3,1,4,3,1,0,"Crashed into the sea while en route. The pilot's decision to continue VFR flight into night instrument meteorological conditions. Contributing to the accident were the operator's failure to adhere to an FAA-approved and mandated safety risk management program, the FAA's failure to provide sufficient oversight of the operator to ensure they were in compliance with the risk management program, the pilot's lack of experience in night winter operations in Alaska, and the operator's lack of an EMS dispatch and flight following system.","Whittier, Alaska",60.7730556,-148.6838889,POINT (60.7730556 -148.6838889)
12/5/2007,6:48,Castle Aviation,,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,N28MG,208B-0732,2,1,1,2,1,1,0,"The cargo plane crashed into a brushy field, inverted, shortly after taking off in heavy snow. Radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain. The plane was carrying checks and other goods for a banking customer. The pilot's failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation. Contributing to the accident were low cloud ceiling and night conditions.","Columbus, Ohio",39.9622601,-83.0007065,POINT (39.9622601 -83.00070649999998)
1/4/2008,9:48,Transaven,,Los Rogues - Carac,Let 410 UVP-E3,YV2081,872051,18,16,2,18,16,2,0,The commuter airliner crashed into the sea while en route after the pilot reported engine problems.,"Los Roques, Venezuela",7.9953096,-67.4879994,POINT (7.995309599999999 -67.48799940000001)
1/12/2008,,Military - Macedonian Air Force,,"Bosnia - Skopje, Macedonia",Mi-17 Helicopter,VAM-304,223M98,11,10,1,11,10,1,0,The helicopter crashed 15 miles southeast of Skopje in heavy fog while attempting to land. The aircraft was returning from European Union-led peacekeeping operations in Bosnia.,"Blace, Macedonia",41.8716036,21.6658181,POINT (41.8716036 21.66581810000001)
1/17/2008,12:43,British Airways,38,"Bejing, China - London, England",Boeing 777-236ER,G-YMMM,30314/342,152,136,16,0,0,0,0,"The aircraft was on approach for landing on Runway 27L at Heathrow Airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground, 1,000 ft. short of the paved runway surface, just inside the airfield boundary fence. An investigation showned that the fuel flow to both engines was restricted; most probably due to ice within the fuel feed system. The ice is likely to have formed from water that occurred naturally in the fuel, and should have been melted by the fuel-oil heat exchanger (FOHE).  However, the FOHE did not heat its own inlet  face, and investigation showed that, although the flight was   within the certified operational envelope at all times, a long   period of low fuel flow in an unusually cold environment, followed  by a throttle increase, could cause an ice jam at that point. Corrections in design were made so this would not occur again.","London, England",51.5073219,-0.1276474,POINT (51.5073219 -0.1276474)
1/23/2008,19:00,Military - Polish Air Force,,Warsaw - Miroslawiec,CASA C-295M,19,S-043,20,16,4,20,16,4,0,"While attempting to land, the plane fell to the ground from about 500-650 feet and crashed into a wooded area, 2 miles from the airport.","Miroslawiec, Poland",53.34171,16.09094,POINT (53.34171 16.09094)
1/26/2008,9:35,Dirgantara Air Service,,Tarakan - Long Apung,CASA NC-212-200,PK-VSE ,92N/412,3,0,3,3,0,3,0,The cargo plane crashed while en route.,"Malinau, Indonesia",2.6185545,115.690497,POINT (2.6185545 115.690496951866)
2/21/2008,17:00,Santa Barbara Airlines,518,Merida - Caracas,ATR-42-300,YV-1449,28,46,43,3,46,43,3,0,"Struck a mountain at 13,500 feet and disintegrated shortly after departing Merida. The pilots took off from Merida without waiting for the navigation system to properly initialize. Consequently, they became disoriented in the mountainous terrain surrounding the airport, crashing into the side of a mountain while trying to determine their location.","Merida, Venezuela",8.5875788,-71.1572352,POINT (8.587578799999999 -71.1572352)
2/26/2008,16:16,BHS - Brazilian Helicopter Service Air Taxi,,Oil Rig P18 - Macae,Eurocopter  AS332L2 Super Puma,PP-MUM,2570,20,17,3,5,4,1,0,"Less than half minute after the taking-off from the Oil Rig P-18,  and while still in low altitude, a failure in the tail rotor caused loss of control of the aircraft by the crew. The helicopter crashed in the sea.","Macae , Rio de Janeiro , Argentina",-22.3851872,-41.7903388,POINT (-22.3851872 -41.7903388)
3/3/2008,16:00,United Nations Mission,,,Mi-17,,,10,7,3,10,7,3,0,"The helicopter, carrying United Nations personnel, crashed in hilly terrain, in poor weather conditions and burst into flames.","Bethani, Nepal",45.5023397,-72.4368953,POINT (45.50233970000001 -72.4368953)
4/3/2008,11:00,Blue Wing Airlines,,Paramaribo - Lawa,Antonov An-28,PZ-TSO,1AJ007-17,19,17,2,19,17,2,0,While attempting to land the crew aborted the the approach and executed a go-around. Soon after the plane flew into a hillside.,"Lawa, Suriname",4.2857328,-54.3951627,POINT (4.2857328 -54.3951627)
4/9/2008,23:27,Avtex Air Services,,Sydney - Brisbane,Swearingen SA227AC Metroliner III,VH-OZA,AC-600,1,0,1,1,0,1,0,The pilot of the mail plane reported some minor problems before the aircraft disapppeared off radar.,"Bundeena, Australia",-34.0845443,151.1512348,POINT (-34.0845443 151.1512348)
4/11/2008,22:15,Kata Transportation,,"Chrisinau, Moldova - Antalya, Turkey - Sudan",Antonov An-32,ST-AZL,3009,8,0,8,8,0,8,0,"Just minutes after the take off the plane tried to return to the airport because of engine problems, but crashed about 100 metres away from the runway. Pilots tried to land the transport, which was carrying a cargo of 2.3 tons of fuel, but a wing struck a fence and electrical wires and the plane crashed and burst into flames. All eight crew members aboard were killed","Chrisinau, Moldova",46.23202,30.4379,POINT (46.23202 30.4379)
4/15/2008,14:30,Hewa Bora Airways,,Goma - Kisangani - Kinshasa,McDonnell Douglas DC-9-51,9Q-CHN,47731,85,79,6,0,0,0,47,"While attempting to takeoff, the plane failed to reach takeoff speed, overran the runway, proceeded through a perimeter fence and cashed into a crowded market.","Goma, Congo",-3.4202177,12.3951821,POINT (-3.4202177 12.3951821)
4/16/2008,14:23,Military - Government of Equatorial Guinea,,Bata - Annobon Island,Antonov An-32B,3C-5GE,1609,13,8,5,13,8,5,0,Crashed into the ocean after skidding off the runway in high winds and heavy rain.,"Annobon Island, Equatorial Guinea",-1.4196148,5.6409968,POINT (-1.4196148 5.6409968)
4/28/2008,9:38,Naftogaz,,,Mil Mi-8T,UR-24275,98734295,20,18,2,20,18,2,0,The helicopter crashed after the tail section hit the tower of the offshore drilling platform while it was attempting to land. The pilot was a trainee flying with an instructor. One survivor succumbed to his injuries soon after the crash.,"Crimea, Black Sea",44.4943894,34.1658786,POINT (44.4943894 34.1658786)
5/17/2008,16:30,Chelan Air Service,,Chelan - Stehekin,de Havilland Canada DHC-2 Mark I Beaver,N5998Q,1151,5,4,1,2,2,0,0,The float plane flipped and crashed as it attempted to land in Lake Chelan near Stehekin Lodge. It appeared the plane's wheels were deployed even though it was landing on water. The pilot's failure to retract the landing gear wheels prior to performing a water landing. Contributing to the accident were the pilot's disabling of the landing gear warning/advisory system and possible fatigue due to his work schedule.,"Stehekin, Washington",48.3093032,-120.6564879,POINT (48.3093032 -120.6564879)
5/24/2008,9:30,Island Express Helicopter Service,,Long Beach - Two Harbors,Eurocopter AS350D Astar,N67GE,1604,6,5,1,4,3,1,0,The tour helicopter crashed near Banning House lodge in rain and poor visibility. The engine appears to have failed. Loss of engine power during approach for landing due to a fatigue fracture of a power turbine blade.,"Two Harbors, Catalina Island, California",33.44003,-118.49925,POINT (33.44003 -118.49925)
5/26/2008,18:15,Moskovia Airlines,GAI-9675,Chelyabinsk - Perm,Antonov An-12,RA-12957,8345508,9,0,9,9,0,9,0,"The crew of the cargo plane reported a fire shortly after taking off from Chelyabinsk. The plane crashed in a field while attempting to make an emergency landing, after striking a power transmission line.","Chelyabinsk, Russia",55.1598408,61.4025547,POINT (55.15984079999999 61.4025547)
5/29/2008,14:13,Military - Servicio Aereo Nacional,,Tocumen - Colon,Bell UN-1N Huey,SAN-100,,12,9,3,11,9,2,0,"Chile's national police chief General Jose Alejandro Bernales, 59, and five others were killed when their helicopter crashed into a three story building. The helicopter pitched wildly before crashing into the building.","Panama City, Panama",8.9714493,-79.5341802,POINT (8.9714493 -79.53418020000002)
5/30/2008,9:40,TACA International Airlines,390,"San Salvador, El Salvador - Tegucigalpa, Honduras - Miami",Airbus A-320-233,EI-TAF,1374,136,131,5,3,2,1,2,"After making a missed approach and during the second attempt at landing at Toncontin Airport, the plane overran the runway, skidded across a street, struck cars and came to rest against an embankment. The runway was wet with rain from Tropical Storm Alma.","Tegucigalpa, Honduras",14.1056861,-87.204676,POINT (14.1056861 -87.20467600000001)
6/8/2008,7:45,PHI Air Medical,,Huntsville-Houston,Bell 407,N416PH,53276,4,1,3,4,1,3,0,"The medical helicopter crashed into the Sam Houston National Forest while transporting a patient to a Houston hospital. The pilot's failure to identify and arrest the helicopter's descent, which resulted in its impact with terrain. Contributing to the accident was the pilot's inadvertent flight into instrument meteorological conditions, and the limited outside visual reference due to the dark night conditions, low clouds, and fog.","Huntsville, Texas",30.7235263,-95.5507771,POINT (30.7235263 -95.55077709999999)
6/10/2008,20:45,Sudan Airways,548,Aman - Damascus - Khartoum,Airbus A-310-324,ST-ATN,548,214,203,11,32,31,1,0,"While landing in poor weather, the plane skidded off the runway, hit navigation poles and burst into flames. The plane had flown from Amman via Damascus but been turned back once from Khartoum and forced to land in Port Sudan, on the Red Sea, because of bad weather, before being allowed to return to Khartoum. The accident was due to a long flaring distance (900 meters from R/W threshold) on a wet slippery runway without selecting Auto brake and with one deactivated engine reverse in such rainy conditions. The remaining available landing distance turned out to be too short to allow the captain to stop the aircraft before the end of the runway.","Khartoum, Sudan",15.593325,32.53565,POINT (15.593325 32.53565)
6/18/2008,10:03,Wiggins Airways,,Hyannis - Nantucket,de Havilland Canada DHC-6 Twin Otter 100,N656WA,47,1,0,1,1,0,1,0,"The cargo plane took off, reached about 200 feet, rolled over to the right and impacted the ground, nose first. The pilot's failure to remove the flight control lock prior to takeoff. Contributing to the accident was the FAA's failure to issue an airworthiness directive making the manufacturer's previously issued flight control lock service bulletins mandatory.","Hyannis, Massachusetts",41.651513,-70.2825918,POINT (41.651513 -70.28259179999999)
6/20/2008,,Military - Thai Army,,,Bell UH-1N,,,10,8,2,10,8,2,0,The military helicopter developed a mechanical problem and crashed into a hill while attemping to land.,"Bannang Sata, Thailand",6.2666064,101.2638397,POINT (6.266606400000001 101.2638397)
6/26/2008,15:03,Military - Indonesian Air Force,,Jakarta - aerial survelliance,CASA NC-212,A-2106,228/N68,18,13,5,18,13,5,0,The plane went missing in an area approximately 60 miles south of Jakarta while on a aerial surveillance mission.,"Salak Mountain, Indonesia",2.5560965,98.3238677,POINT (2.5560965 98.32386770000001)
